1537072150 0 0 0 1 0 0 0
1537072347 0 0 0 2 0 0 0
1537072687 0 0 0 3 0 0 0
1537075532 0 0 0 4 0 0 0
1537134135 0 0 0 5 0 0 0
1537162592 0 0 0 6 0 0 0
1537212307 0 0 0 6 1 0 0
1537244227 0 0 0 7 1 0 0
1537244275 0 0 0 8 1 0 0
1537502713 0 0 0 9 1 0 0
1537849518 0 0 0 10 1 0 0
1538024913 0 0 0 11 1 0 0
1538327210 0 0 0 12 1 0 0
1538451942 0 0 0 13 1 0 0
1538529769 0 0 0 14 1 0 0
1538627411 0 0 0 15 1 0 0
1538711561 0 0 0 16 1 0 0
1539139176 0 0 0 17 1 0 0
1539144263 0 0 0 18 1 0 0
1539189884 0 0 0 18 2 0 0
1539233293 0 0 0 19 2 0 0
1539284621 0 0 0 19 3 0 0
1539297566 0 0 0 20 3 0 0
1539304748 0 0 0 21 3 0 0
1539308074 0 0 0 22 3 0 0
1539483619 0 0 0 23 3 0 0
1540345567 0 0 0 24 3 0 0
1540509177 0 0 0 24 4 0 0
1540842083 0 0 0 24 5 0 0
1541878171 0 0 0 25 5 0 0
1542150090 0 0 0 25 6 0 0
1542150129 0 0 0 25 7 0 0
1544641288 0 0 0 25 7 1 0
1546979320 0 0 0 25 7 2 0
1546982854 0 0 0 25 7 3 0
1549232091 0 1 0 25 7 3 0
1549457208 0 1 0 25 7 4 0
1549457516 0 1 0 25 7 5 0
1549458137 0 1 0 25 7 6 0
1550072946 0 2 0 25 7 6 0
1550073075 0 3 0 25 7 6 0
1551829191 0 4 0 25 7 6 0
1551831262 0 5 0 25 7 6 0
1551834808 0 6 0 25 7 6 0
1551835252 0 7 0 25 7 6 0
1553878355 0 8 0 25 7 6 0
1553971845 0 9 0 25 7 6 0
1555028515 0 10 0 25 7 6 0
1556637635 0 11 0 25 7 6 0
1556669770 0 12 0 25 7 6 0
1556821792 0 13 0 25 7 6 0
1556827293 0 14 0 25 7 6 0
1556974016 0 14 0 25 7 6 1
1557336798 0 15 0 25 7 6 1
1557340617 0 16 0 25 7 6 1
1557352428 0 17 0 25 7 6 1
1557360238 0 18 0 25 7 6 1
1557447706 0 19 0 25 7 6 1
1557452060 0 20 0 25 7 6 1
1558381273 0 21 0 25 7 6 1
1559238664 0 22 0 25 7 6 1
1559246357 0 23 0 25 7 6 1
1560370682 0 24 0 25 7 6 1
1561482740 0 25 0 25 7 6 1
1562973805 0 26 0 25 7 6 1
1562973899 0 27 0 25 7 6 1
1563216315 0 28 0 25 7 6 1
1565549190 0 29 0 25 7 6 1
1565652716 0 29 0 25 8 6 1
1565814530 0 30 0 25 8 6 1
1566401464 0 31 0 25 8 6 1
1566661037 0 32 0 25 8 6 1
1567361995 0 32 0 25 8 6 2
1567456563 0 32 0 25 8 6 3
1567457388 0 32 0 25 8 6 4
1568156119 0 33 0 25 8 6 4
1569455179 0 34 0 25 8 6 4
1571177605 0 35 0 25 8 6 4
1571177628 0 36 0 25 8 6 4
1575920907 0 36 1 25 8 6 4
1576162262 0 36 2 25 8 6 4
1577066272 0 36 3 25 8 6 4
1577240070 0 36 4 25 8 6 4
1577294972 0 36 5 25 8 6 4
1577306324 0 36 6 25 8 6 4
1577311245 0 36 7 25 8 6 4
1577312269 0 36 8 25 8 6 4
1577839476 0 36 9 25 8 6 4
1577987421 0 36 10 25 8 6 4
1577988342 0 36 11 25 8 6 4
1578603851 0 36 12 25 8 6 4
1578605497 0 36 12 25 8 7 4
1578609736 0 36 13 25 8 7 4
1578620151 0 36 14 25 8 7 4
1581101469 0 36 15 25 8 7 4
1581120263 0 36 16 25 8 7 4
1581433776 0 36 17 25 8 7 4
1581622579 0 36 18 25 8 7 4
1582232773 0 36 19 25 8 7 4
1582830509 0 36 20 25 8 7 4
1583349443 0 36 20 25 8 7 5
1583444753 0 36 20 25 8 7 6
1583446714 0 36 21 25 8 7 6
1584061089 0 36 22 25 8 7 6
1584072128 0 36 23 25 8 7 6
1584105753 0 36 24 25 8 7 6
1584114718 0 36 25 25 8 7 6
1584992569 0 36 26 25 8 7 6
1585151985 0 36 27 25 8 7 6
1585178595 0 36 28 25 8 7 6
1585179144 0 36 29 25 8 7 6
1587157391 0 36 30 25 8 7 6
1587173467 0 36 31 25 8 7 6
1587338678 0 36 32 25 8 7 6
1587701594 0 36 33 25 8 7 6
1587742319 0 36 34 25 8 7 6
1587752887 0 36 35 25 8 7 6
1587785225 0 36 36 25 8 7 6
1587846254 0 36 37 25 8 7 6
1587856267 0 36 38 25 8 7 6
1587874929 0 36 39 25 8 7 6
1587929465 0 36 40 25 8 7 6
1588042163 0 36 41 25 8 7 6
1589331747 0 36 42 25 8 7 6
1589332629 0 36 43 25 8 7 6
1591318829 0 36 44 25 8 7 6
1591406131 0 36 45 25 8 7 6
1591625658 0 36 46 25 8 7 6
1591643729 0 36 47 25 8 7 6
1591715737 0 36 48 25 8 7 6
1591720527 0 36 49 25 8 7 6
1592062759 0 36 49 25 8 7 7
1592249245 0 36 50 25 8 7 7
1593379324 0 36 51 25 8 7 7
1593385626 0 36 52 25 8 7 7
1593566465 0 36 53 25 8 7 7
1593613698 0 36 54 25 8 7 7
1596468168 0 36 55 25 8 7 7
1596469012 0 36 56 25 8 7 7
1599585113 0 36 57 25 8 7 7
1600098062 0 37 57 25 8 7 7
1600296234 0 38 57 25 8 7 7
1600460273 0 39 57 25 8 7 7
1600461421 0 40 57 25 8 7 7
1600462418 0 41 57 25 8 7 7
1600536376 0 42 57 25 8 7 7
1600538223 0 43 57 25 8 7 7
1600696508 0 44 57 25 8 7 7
1601048411 1 44 57 25 8 7 7
